status,truth_id,n_obs,obs_noise,seed,case_id,output_dir,rounds_completed,selected_round,oracle_best_round,selector_classification,obs_range_to_oracle_range,spearman_obs_vs_oracle_h,oracle_h_rmse_regret,best_h_rmse,best_obs_rmse,best_logK_rmse,best_xi_corr,weak_pass,strong_pass,failure_reason
ok,123,200,0.005,202,truth_123_obs_200_noise_005_seed_202,outputs/cg_compact_matrix/hybrid/truth_123/obs_200/noise_005/seed_202,5,3,3,hard_pass,0.8134054322625485,0.9999999999999999,0.0,0.00411129217522554,0.006537693552672863,0.12187950755038414,0.9999572993459175,True,False,
ok,123,200,0.01,202,truth_123_obs_200_noise_01_seed_202,outputs/cg_compact_matrix/hybrid/truth_123/obs_200/noise_01/seed_202,5,2,2,hard_pass,0.6620454629893711,0.9999999999999999,0.0,0.00540472700223882,0.011488363146781921,0.14971496749767013,0.9996850572101267,True,False,
ok,123,200,0.02,202,truth_123_obs_200_noise_02_seed_202,outputs/cg_compact_matrix/hybrid/truth_123/obs_200/noise_02/seed_202,5,2,2,hard_pass,0.8949560289482474,0.9999999999999999,0.0,0.014560887797423977,0.024777254089713097,0.4724538686321767,0.9465083785887587,False,False,
ok,456,200,0.005,202,truth_456_obs_200_noise_005_seed_202,outputs/cg_compact_matrix/hybrid/truth_456/obs_200/noise_005/seed_202,5,1,1,hard_pass,0.9494043545334204,0.9999999999999999,0.0,0.05555116483391527,0.055240876972675323,1.3470003645980553,0.4281923026773493,False,False,
ok,456,200,0.01,202,truth_456_obs_200_noise_01_seed_202,outputs/cg_compact_matrix/hybrid/truth_456/obs_200/noise_01/seed_202,5,1,1,hard_pass,0.9479551539663517,0.9999999999999999,0.0,0.05508691169917426,0.05543060600757599,1.284411611768925,0.4379816292002789,False,False,
ok,456,200,0.02,202,truth_456_obs_200_noise_02_seed_202,outputs/cg_compact_matrix/hybrid/truth_456/obs_200/noise_02/seed_202,5,1,1,hard_pass,0.9433622486434281,0.9999999999999999,0.0,0.06162890136078838,0.06410614401102066,1.3898894112267481,0.3843545303211266,False,False,
ok,789,200,0.005,202,truth_789_obs_200_noise_005_seed_202,outputs/cg_compact_matrix/hybrid/truth_789/obs_200/noise_005/seed_202,5,3,3,hard_pass,0.9860492972717575,0.9999999999999999,0.0,0.020170398023747423,0.020408743992447853,0.5895372555709228,0.21854917300093155,False,False,
ok,789,200,0.01,202,truth_789_obs_200_noise_01_seed_202,outputs/cg_compact_matrix/hybrid/truth_789/obs_200/noise_01/seed_202,5,3,3,hard_pass,0.9341787275110034,0.9999999999999999,0.0,0.02073221853576787,0.02251819707453251,0.6258828841092315,0.1591175758736282,False,False,
ok,789,200,0.02,202,truth_789_obs_200_noise_02_seed_202,outputs/cg_compact_matrix/hybrid/truth_789/obs_200/noise_02/seed_202,5,1,1,hard_pass,0.9343943640674418,0.9999999999999999,0.0,0.03378195708446524,0.038670919835567474,0.77669984934455,-0.15848652561213208,False,False,
